Pcode,ResponseTime,ScheduledTime,Valence,Arousal,Attention,Stress,Duration,Disturbance,Change
P42,1558491561000,1558491420000,1,3,3,3,60,3,-1
P42,1558508180000,1558508100000,3,3,3,-3,30,1,1
P42,1558516421000,1558516200000,2,3,3,-2,60,2,0
P42,1558522076000,1558521780000,1,1,3,-1,30,3,0
P42,1558524558000,1558524360000,0,-3,-1,-2,30,3,1
P44,1557984686000,1557984540000,-1,1,1,2,10,0,0
P44,1557987141000,1557987120000,0,0,-2,0,15,0,0
P44,1557998451000,1557998040000,1,1,1,-1,20,0,0
P44,1558000850000,1558000740000,0,1,1,-1,20,0,0
P44,1558065533000,1558065180000,0,0,0,0,10,-3,-3
P44,1558076787000,1558076220000,0,1,1,1,15,-3,0
P44,1558081775000,1558081740000,1,2,2,-1,15,-3,0
P44,1558086640000,1558086540000,1,1,0,-2,20,-3,0
P44,1558089887000,1558089780000,-1,1,1,1,15,-3,0
P44,1558092392000,1558092360000,0,0,0,0,15,-3,0
P44,1558341333000,1558340820000,0,0,0,-1,15,2,-1
P44,1558405162000,1558405140000,0,0,-1,-1,20,-3,0
P44,1558418596000,1558418580000,0,-1,-2,0,10,-3,0
P44,1558421981000,1558421760000,0,0,0,0,15,0,-1
P44,1558424181000,1558424160000,0,0,0,0,10,2,-2
P44,1558429914000,1558429500000,0,0,0,0,15,-3,0
P44,1558513768000,1558513560000,-1,0,0,0,15,-3,0
P44,1558516406000,1558516380000,0,0,0,0,10,2,-2
P47,1557973801000,1557973500000,3,2,3,3,5,2,-1
P47,1557978774000,1557978720000,1,-2,1,2,10,-2,0
P47,1557984408000,1557984360000,1,-3,-3,1,60,1,0
P47,1557987091000,1557987060000,0,-3,-3,0,60,0,0
P47,1557992560000,1557992280000,2,2,2,2,30,2,0
P47,1558011394000,1558011360000,0,1,2,2,15,1,0
P47,1558057961000,1558057920000,0,-1,1,1,10,0,0
P47,1558065751000,1558065540000,1,-1,1,1,15,0,0
P47,1558068170000,1558067940000,-1,-2,2,2,20,2,0
P47,1558073488000,1558073460000,0,-2,0,1,10,1,0
P47,1558081597000,1558081560000,1,2,2,1,15,3,-1
P47,1558086692000,1558086660000,3,1,-1,2,5,2,0
P47,1558094776000,1558094700000,2,-2,-2,2,10,1,0
P47,1558097141000,1558097100000,1,-3,2,3,5,1,0
P47,1558146204000,1558146180000,0,-2,-3,0,10,2,0
P47,1558152162000,1558151820000,2,-2,2,-2,15,1,0
P47,1558154555000,1558154520000,1,-2,-1,2,5,-2,0
P47,1558167863000,1558167840000,2,-2,0,-2,10,0,0
P47,1558170813000,1558170780000,1,-2,-2,-1,30,0,0
P47,1558173495000,1558173420000,-1,-1,1,3,15,3,-2
P47,1558232779000,1558232700000,3,-2,2,-3,5,0,0
P47,1558235267000,1558235220000,3,-1,-2,-3,10,0,0
P47,1558240960000,1558240800000,0,-3,-1,-1,20,2,0
P47,1558260217000,1558259880000,2,-2,-2,-2,30,0,0
P47,1558265062000,1558265040000,-2,-2,-1,2,10,0,0
P47,1558271066000,1558270740000,-1,1,-1,3,10,1,0
P47,1558323446000,1558323360000,2,-2,-1,1,10,1,0
P47,1558338105000,1558338060000,1,0,-1,-2,5,2,0
P47,1558343649000,1558343460000,0,-1,-1,1,10,0,0
P47,1558346281000,1558346100000,0,-1,-1,1,10,0,0
P47,1558349485000,1558349040000,2,2,2,-1,15,0,0
P47,1558351949000,1558351680000,-1,-2,0,2,15,0,0
P47,1558354156000,1558354140000,0,-1,-1,2,15,1,0
P47,1558405610000,1558405560000,2,0,-2,-2,20,2,0
P47,1558408161000,1558408140000,1,-2,-1,-2,15,0,0
P47,1558411367000,1558410840000,1,-1,-1,-1,10,0,0
P47,1558424260000,1558424160000,-2,0,2,2,10,0,0
P47,1558427245000,1558427160000,-1,1,3,2,10,2,0
P47,1558435774000,1558435380000,0,-1,2,0,5,2,0
P47,1558441337000,1558440840000,-2,-1,3,2,10,1,0
P47,1558513188000,1558513140000,2,-1,2,-2,20,0,0
P47,1558526862000,1558526580000,1,0,-2,-1,15,2,0
P48,1557970423000,1557970320000,2,1,0,-1,20,-1,0
P48,1557984350000,1557984180000,1,-1,-1,-1,15,-1,0
P48,1557992373000,1557992340000,1,1,0,-1,15,-1,0
P48,1557998255000,1557997860000,2,2,0,-2,15,-2,1
P48,1558003167000,1558002780000,2,2,1,-2,15,-2,0
P48,1558059026000,1558059000000,-1,-1,0,1,10,-1,-1
P48,1558061732000,1558061700000,-2,-2,-2,3,30,1,-2
P48,1558065743000,1558065180000,-2,-1,-2,2,30,-2,-3
P48,1558159643000,1558159620000,-1,-2,-2,0,5,-1,0
P48,1558170808000,1558170780000,3,2,-2,-2,20,-1,2
P48,1558241219000,1558240740000,2,0,0,-1,20,-1,0
P48,1558246454000,1558246440000,2,-2,0,-2,20,-3,1
P48,1558262318000,1558262280000,0,0,-3,-2,10,0,0
P48,1558265071000,1558264980000,2,1,0,0,10,1,-1
P48,1558268025000,1558267740000,0,-2,-2,-2,10,1,-1
P48,1558270743000,1558270620000,1,-2,-3,-1,5,2,-1
P48,1558340806000,1558340520000,1,-2,0,1,15,0,0
P48,1558343782000,1558343520000,2,2,2,-3,10,0,0
P48,1558346634000,1558346280000,0,0,3,-2,10,0,0
P48,1558404263000,1558404240000,-1,0,0,3,5,1,-1
P48,1558407381000,1558407360000,0,-2,-2,1,15,1,-2
P48,1558410070000,1558409940000,0,-2,0,1,10,1,-2
P48,1558416829000,1558416540000,-2,0,0,-1,10,2,-1
P48,1558419264000,1558419240000,-1,1,3,2,30,2,-2
P48,1558422534000,1558421940000,-2,-1,2,2,60,2,-2
P48,1558432999000,1558432440000,-1,-2,-2,1,5,2,-1
P48,1558435686000,1558435440000,-2,1,3,2,10,2,-2
P48,1558441178000,1558440720000,-2,0,2,2,10,2,-2
P48,1558443374000,1558443360000,-1,-2,2,2,10,2,-2
P48,1558498101000,1558497540000,1,-1,1,1,10,2,-1
P48,1558500570000,1558500180000,-2,2,2,2,20,2,-3
P48,1558503362000,1558502820000,-2,3,2,2,20,2,-3
P48,1558508495000,1558508220000,-2,2,3,3,15,3,-3
P49,1557989615000,1557989400000,2,-2,-2,-2,30,0,0
P49,1557992285000,1557991860000,2,2,2,-2,5,-2,1
P49,1557994468000,1557994320000,1,0,-2,-1,10,-2,0
P49,1557997165000,1557997080000,2,2,2,-2,10,1,1
P49,1558001021000,1558000740000,2,2,2,1,10,-2,1
P49,1558062557000,1558062480000,1,-1,1,-1,10,-2,1
P49,1558065197000,1558065180000,1,1,2,1,5,1,-1
P49,1558067684000,1558067640000,2,0,-1,-1,5,1,-1
P49,1558070716000,1558070700000,2,-1,-2,-1,15,-3,1
P49,1558073676000,1558073640000,1,-1,-2,1,20,-2,-1
P49,1558076252000,1558076220000,2,2,1,-2,5,-2,1
P49,1558087010000,1558086900000,2,-2,2,-1,10,-2,2
P49,1558089926000,1558089840000,2,2,-3,1,10,1,1
P49,1558092439000,1558092420000,0,-2,-2,1,20,1,-1
P49,1558094870000,1558094820000,0,1,-1,-2,10,-2,-1
P49,1558149138000,1558149120000,2,-2,-2,-2,10,-2,2
P49,1558152193000,1558151880000,-1,-2,-2,-2,5,-2,-1
P49,1558154648000,1558154400000,2,3,2,-2,10,-3,2
P49,1558157390000,1558157280000,2,2,-1,-3,10,-2,1
P49,1558162711000,1558162620000,2,2,2,-2,15,-2,-1
P49,1558165703000,1558165440000,0,-2,-2,-1,10,-2,-1
P49,1558170373000,1558170300000,-1,-2,2,1,10,-2,-1
P49,1558173499000,1558173480000,2,2,2,-1,10,-2,1
P49,1558176424000,1558176000000,2,-2,1,-2,10,-2,1
P49,1558178776000,1558178760000,-1,-3,-3,-2,5,-2,-1
P49,1558181356000,1558181340000,-2,-3,2,1,5,-2,-2
P49,1558234336000,1558234320000,1,-2,2,1,5,2,-1
P49,1558237436000,1558237260000,2,1,-2,-1,5,1,2
P49,1558241036000,1558240980000,2,2,2,-2,10,1,1
P49,1558243536000,1558243500000,2,2,2,-2,15,2,2
P49,1558249419000,1558248960000,-1,-2,-2,1,10,2,2
P49,1558257266000,1558257240000,2,-2,-2,-2,15,2,-1
P49,1558259735000,1558259640000,2,2,1,1,15,-2,2
P49,1558318102000,1558318080000,-1,-3,-3,1,10,-2,-2
P49,1558324578000,1558324560000,1,-2,1,-1,5,-1,2
P49,1558327096000,1558327080000,2,-2,-2,-2,10,0,2
P49,1558329529000,1558329480000,0,-1,1,-2,5,-1,-1
P49,1558332013000,1558332000000,0,-2,-3,-2,15,2,2
P49,1558337960000,1558337940000,2,1,3,-2,20,1,1
P49,1558407783000,1558407720000,2,2,2,-1,5,-1,1
P49,1558411013000,1558410960000,2,2,1,-1,20,-2,0
P49,1558419063000,1558418940000,2,-2,-2,-2,10,1,1
P49,1558424902000,1558424400000,-2,-2,-2,2,10,2,-2
P49,1558427732000,1558427160000,2,3,2,0,10,2,1
P49,1558430195000,1558429800000,1,-2,-3,-1,15,-2,2
P49,1558432643000,1558432320000,1,3,2,-1,15,-1,1
P49,1558435457000,1558435440000,1,2,-1,-2,10,-2,2
P49,1558438068000,1558438020000,0,-2,0,-1,10,1,-1
P49,1558440960000,1558440720000,-1,-2,-3,-2,15,-2,-2
P49,1558488080000,1558488060000,0,-1,-2,1,10,-3,0
P49,1558490536000,1558490520000,0,-2,-3,-2,15,-2,1
P49,1558503064000,1558502940000,1,-1,-2,1,20,2,1
P49,1558505360000,1558505340000,0,0,-1,-1,20,2,1
P49,1558507835000,1558507800000,1,-2,0,1,5,-1,1
P49,1558510575000,1558510560000,2,1,3,-2,20,1,0
P49,1558516383000,1558516320000,1,-2,0,-2,10,1,2
P49,1558519471000,1558518960000,2,2,2,-1,20,-2,1
P49,1558521978000,1558521660000,1,2,1,-2,15,1,1
P49,1558524498000,1558524120000,0,-2,1,-1,10,-2,1
P49,1558526733000,1558526700000,1,-2,3,0,10,-2,2
P50,1557974022000,1557973560000,1,-1,2,1,10,-2,2
P50,1557995303000,1557995220000,2,2,1,-2,10,-2,1
P50,1558000717000,1558000620000,1,2,0,-2,15,-3,0
P50,1558005825000,1558005600000,0,-2,-1,-2,30,-1,0
P50,1558065525000,1558065360000,2,-1,-1,1,5,-2,-1
P50,1558071301000,1558070760000,2,1,3,1,20,-2,0
P50,1558081590000,1558081320000,1,2,2,-2,20,-2,1
P50,1558149364000,1558149240000,2,1,2,-2,10,-2,0
P50,1558157428000,1558157220000,2,-1,0,-2,5,-2,1
P50,1558160126000,1558159620000,2,1,2,-2,10,-2,0
P50,1558162442000,1558162380000,1,-2,-1,-2,10,-2,0
P50,1558181661000,1558181400000,1,0,1,-1,10,-2,0
P50,1558252098000,1558251540000,2,2,2,1,10,-2,0
P50,1558262654000,1558262280000,2,-1,0,-2,5,-2,-1
P50,1558265181000,1558264800000,-1,-2,-1,1,10,-3,-1
P50,1558267620000,1558267440000,1,-1,-1,-2,5,-1,-1
P50,1558330382000,1558329960000,1,-1,2,-1,10,-2,0
P50,1558335829000,1558335240000,1,-1,2,-2,30,-1,1
P50,1558338405000,1558338000000,1,-1,2,-2,15,-2,1
P50,1558411199000,1558410960000,1,1,-2,-1,5,-2,1
P50,1558413835000,1558413660000,0,-2,1,-2,20,-2,1
P50,1558416094000,1558416060000,-1,-2,-1,-1,10,-2,0
P50,1558419324000,1558419120000,1,-2,1,-2,10,-2,-1
P50,1558421968000,1558421820000,1,-2,2,1,10,-2,0
P50,1558427501000,1558427220000,2,1,-2,-2,10,-2,0
P50,1558432989000,1558432620000,0,0,0,-2,5,-2,0
P50,1558497115000,1558497060000,1,-1,-1,-1,10,-2,0
P50,1558499687000,1558499640000,1,2,-1,-1,10,-2,1
P50,1558503025000,1558502760000,2,-2,1,-1,10,2,1
P50,1558524607000,1558524480000,0,-1,-2,-2,10,0,0
P50,1558527280000,1558527000000,1,-2,-1,0,10,-2,0
P50,1558529733000,1558529700000,1,-1,0,2,15,-2,0
P51,1558054886000,1558054860000,-1,-1,0,1,30,1,-1
P51,1558059783000,1558059600000,0,-2,1,1,60,1,0
P51,1558062219000,1558062180000,-1,-1,2,3,20,1,-1
P51,1558076128000,1558076100000,-1,-2,0,2,30,-3,0
P51,1558079012000,1558078980000,-1,-1,2,1,20,1,-1
P51,1558084410000,1558084380000,1,-1,2,1,10,1,-1
P51,1558089821000,1558089780000,1,1,1,1,15,1,1
P51,1558092341000,1558092300000,1,1,2,1,60,1,-1
P51,1558095108000,1558095060000,-1,-2,2,2,30,-2,0
P51,1558151498000,1558151460000,1,-1,1,1,10,1,0
P51,1558157260000,1558157220000,0,-1,-1,1,60,1,1
P51,1558159953000,1558159920000,-1,-2,-1,1,30,1,1
P51,1558162433000,1558162380000,-1,-2,-2,2,60,0,-1
P51,1558165466000,1558165440000,-2,-2,-2,2,30,1,-1
P51,1558170585000,1558170480000,0,1,1,1,10,1,-1
P51,1558173166000,1558173120000,1,1,2,1,20,1,-1
P51,1558178897000,1558178820000,0,-2,1,0,10,1,0
P51,1558241525000,1558241040000,1,1,1,0,15,-3,0
P51,1558243608000,1558243560000,1,1,-1,1,30,-1,-1
P51,1558246242000,1558246200000,-2,-3,1,2,20,1,-1
P51,1558248990000,1558248900000,1,1,1,2,20,-2,1
P51,1558254210000,1558254180000,0,0,2,2,20,1,0
P51,1558256721000,1558256640000,1,2,1,0,10,-3,0
P51,1558259967000,1558259940000,1,1,2,-1,30,1,1
P51,1558265210000,1558265160000,0,-3,2,1,30,1,0
P51,1558267712000,1558267680000,-2,-1,-1,2,30,1,-1
P51,1558270526000,1558270380000,-1,-2,2,1,30,-3,0
P51,1558319668000,1558319100000,1,-1,1,-1,20,-1,0
P51,1558321767000,1558321740000,0,-2,2,0,15,2,-1
P51,1558330168000,1558330140000,0,-2,1,0,5,-3,0
P51,1558335391000,1558335360000,0,-3,-1,1,5,-3,0
P51,1558338314000,1558338240000,-2,-3,-3,3,10,-3,-1
P51,1558416382000,1558416300000,0,1,1,1,10,-3,0
P51,1558418847000,1558418820000,1,-1,2,-1,30,2,-1
P51,1558421354000,1558421220000,1,0,2,1,5,-3,0
P51,1558424326000,1558423920000,1,-1,3,0,20,2,0
P51,1558427157000,1558427100000,1,0,2,1,15,-3,0
P51,1558430259000,1558429740000,2,1,2,0,15,1,0
P51,1558440771000,1558440720000,1,2,2,-1,60,-3,0
P51,1558443908000,1558443540000,2,2,3,-1,30,1,-1
P51,1558488328000,1558488300000,0,-3,-2,0,10,-3,0
P51,1558493502000,1558493340000,1,-2,1,-1,60,-3,0
P51,1558497264000,1558497240000,1,-3,2,0,10,1,-1
P51,1558505320000,1558505220000,1,0,-1,1,5,0,1
P51,1558508121000,1558508100000,0,-2,-2,0,20,0,0
P51,1558516120000,1558516080000,1,1,1,1,10,1,0
P51,1558518955000,1558518840000,1,1,-1,1,5,1,-1
P51,1558521442000,1558521420000,0,1,-1,1,20,1,-1
P51,1558527246000,1558527180000,1,1,2,-1,15,2,-1
P51,1558529913000,1558529880000,1,1,2,-1,60,-3,0
P52,1557970119000,1557970020000,1,0,0,-2,10,-3,0
P52,1557972838000,1557972780000,0,0,-1,0,15,0,0
P52,1557978825000,1557978720000,-1,0,-1,1,30,0,0
P52,1558070914000,1558070880000,1,1,0,0,10,-3,0
P52,1558073315000,1558073280000,1,1,1,-1,5,-3,0
P52,1558084449000,1558084380000,1,-2,-1,-1,10,-3,-1
P52,1558095612000,1558095180000,1,0,1,-3,15,2,0
P52,1558147935000,1558147860000,1,0,0,-1,60,-3,1
P52,1558157456000,1558156860000,1,1,1,-2,30,-3,0
P52,1558176093000,1558175940000,1,1,1,-3,10,-3,0
P52,1558238078000,1558238040000,2,1,1,-3,10,-3,1
P52,1558246253000,1558246140000,1,0,0,-2,20,-3,0
P52,1558257160000,1558257060000,0,0,0,0,15,-3,1
P52,1558321456000,1558321380000,-1,1,1,1,15,-3,0
P52,1558327709000,1558327380000,0,0,0,0,30,-3,-1
P52,1558330505000,1558330020000,0,1,1,-2,10,-3,0
P52,1558337856000,1558337760000,1,1,1,-2,10,-3,1
P52,1558407563000,1558407480000,1,1,1,1,15,-1,-1
P52,1558410213000,1558410180000,1,1,1,-1,20,-3,0
P52,1558413518000,1558413480000,1,1,1,-2,30,-3,1
P52,1558416413000,1558416060000,0,0,0,-1,15,-3,1
P52,1558494607000,1558494540000,1,1,1,-1,20,-3,0
P52,1558497687000,1558497120000,1,1,1,-3,10,-3,0
P52,1558499893000,1558499700000,0,0,0,-1,20,-3,0
P53,1557977848000,1557977820000,-2,-3,3,2,30,3,0
P53,1557981502000,1557981480000,1,2,-2,-1,5,1,0
P53,1558058776000,1558058700000,-1,-3,2,2,5,3,-1
P53,1558062316000,1558062240000,-3,1,2,3,5,3,-1
P53,1558065410000,1558065120000,-2,-3,-1,1,10,2,0
P53,1558067547000,1558067520000,-1,-3,2,-1,10,3,-1
P53,1558070209000,1558069980000,0,-2,-3,1,10,1,0
P53,1558073305000,1558073280000,1,-2,-1,-2,5,2,-1
P53,1558076624000,1558076340000,-1,-3,-2,-2,30,1,-1
P53,1558151913000,1558151880000,1,-2,-1,-2,15,1,0
P53,1558154885000,1558154580000,2,2,0,-3,10,3,1
P53,1558157205000,1558156980000,3,1,1,-3,5,3,0
P53,1558167915000,1558167780000,3,-1,2,-3,#N/A,1,1
P53,1558173123000,1558172820000,1,-2,-1,-1,15,3,0
P53,1558180774000,1558180740000,1,-1,0,-1,10,1,0
P53,1558184325000,1558184280000,2,3,3,1,15,3,-2
P53,1558240692000,1558240560000,1,-2,1,-2,5,2,0
P53,1558243920000,1558243680000,1,-2,-2,-2,30,0,0
P53,1558246426000,1558246260000,2,2,0,-2,10,2,1
P53,1558249120000,1558249080000,1,-1,2,-1,15,3,0
P53,1558251701000,1558251660000,2,-1,3,-2,30,-2,0
P53,1558254464000,1558254120000,3,2,3,1,30,-1,2
P53,1558256725000,1558256700000,2,-2,-1,-1,15,1,0
P53,1558265528000,1558265340000,2,-2,3,1,15,3,1
P53,1558267800000,1558267740000,2,3,3,2,10,3,-3
P53,1558315237000,1558315200000,1,-2,-3,2,5,1,-1
P53,1558318475000,1558318380000,2,1,-2,-1,10,1,0
P53,1558320986000,1558320900000,1,-2,2,2,5,2,-1
P53,1558324353000,1558324320000,2,0,3,1,15,3,-1
P53,1558327182000,1558327140000,2,-1,1,-2,10,1,0
P53,1558329612000,1558329540000,2,-1,-2,1,15,2,0
P53,1558332397000,1558332300000,2,1,3,-2,15,2,1
P53,1558335230000,1558335180000,1,-1,2,1,5,3,0
P53,1558341344000,1558340760000,2,-1,3,2,10,3,1
P53,1558343209000,1558343160000,2,-1,-2,-1,10,-1,2
P53,1558430290000,1558429860000,3,-1,3,-1,10,3,-1
P53,1558432640000,1558432560000,2,-2,-1,2,30,2,0
P53,1558435393000,1558435080000,1,2,3,1,5,3,1
P53,1558440800000,1558440780000,3,2,3,-3,10,3,1
P53,1558443382000,1558443360000,1,-2,2,-2,30,3,1
P55,1556595998000,1556595720000,0,-3,0,-2,30,-3,0
P55,1556598840000,1556598780000,2,1,-1,2,60,-3,0
P55,1556601824000,1556601780000,1,1,-1,-3,30,-3,0
P55,1556604635000,1556604600000,2,1,-1,-3,30,-3,0
P55,1556673683000,1556673480000,0,-3,0,-3,10,-3,0
P55,1556766886000,1556766840000,0,0,-2,0,20,-3,0
P55,1556769656000,1556769360000,0,0,0,0,60,0,0
P55,1556772047000,1556771880000,0,-1,-3,1,60,0,0
P55,1556780333000,1556780280000,0,0,-1,-2,30,-3,0
P55,1556785613000,1556785380000,2,2,0,-3,20,-3,0
P55,1556788424000,1556788200000,0,-3,0,0,30,-3,0
P55,1556790744000,1556790600000,2,2,0,-3,30,1,0
P55,1556798848000,1556798820000,0,-1,-1,-1,30,-3,0
P55,1556802057000,1556801820000,0,1,1,-3,20,-3,0
P55,1556855878000,1556855760000,1,-1,0,-3,60,-3,0
P55,1556861173000,1556860980000,0,2,1,-2,30,-3,0
P55,1556863609000,1556863500000,0,-1,0,-1,30,-3,0
P55,1556871796000,1556871780000,0,-3,-1,-3,30,-3,0
P55,1556877559000,1556877540000,0,-3,2,-3,20,-3,0
P55,1556879962000,1556879940000,0,-1,-1,-3,60,-3,0
P55,1556938038000,1556937780000,0,1,1,2,60,-3,0
P55,1556950550000,1556950260000,1,1,1,-2,60,3,0
P55,1556952889000,1556952780000,1,2,0,0,30,3,-1
P55,1556955701000,1556955600000,1,-1,1,-3,60,1,0
P55,1556958022000,1556958000000,2,2,2,-1,30,3,0
P55,1556974861000,1556974680000,1,2,1,-2,60,0,0
P55,1557036382000,1557036360000,0,-2,-2,0,60,2,-2
P55,1557058291000,1557058260000,0,-3,-1,-2,15,-3,0
P55,1557061007000,1557060960000,1,1,1,-2,30,-3,0
P55,1557128726000,1557128520000,0,-1,0,-1,60,-3,0
P55,1557131459000,1557131160000,0,0,0,0,30,-3,0
P55,1557139219000,1557139200000,0,0,-2,1,30,-3,0
P55,1557142256000,1557142140000,0,-1,-1,-1,20,-3,0
P55,1557147259000,1557147240000,0,-3,0,2,30,-3,0
P56,1556626277000,1556626260000,2,0,2,-2,30,-2,0
P56,1556673333000,1556673300000,0,-1,-1,1,10,1,-1
P56,1556676472000,1556676360000,1,-2,1,-1,10,-2,0
P56,1556774912000,1556774820000,-1,-2,1,2,20,-1,-1
P56,1556783100000,1556782980000,1,1,1,-1,10,-2,1
P56,1556788393000,1556788260000,1,-2,1,-2,15,1,0
P56,1556858730000,1556858460000,1,-2,2,-1,15,2,-1
P56,1556874368000,1556874120000,1,1,-1,-2,10,-2,1
P56,1556879943000,1556879700000,1,1,-2,-2,15,1,1
P56,1556947195000,1556947080000,1,-2,1,-1,10,-2,0
P56,1556952433000,1556952420000,1,-2,1,-2,20,-2,1
P56,1556955013000,1556955000000,1,-2,2,-2,15,-2,1
P56,1556957849000,1556957760000,1,-2,-1,-3,20,-2,1
P56,1556960935000,1556960880000,2,-2,1,-2,15,1,1
P56,1556963713000,1556963700000,2,2,2,-3,20,2,2
P56,1556969575000,1556969280000,2,-2,2,-1,10,1,1
P56,1557053257000,1557052980000,2,-2,-2,-1,10,-2,0
P56,1557055682000,1557055620000,2,2,0,-3,15,1,1
P56,1557058456000,1557058440000,2,-2,1,-2,20,-1,0
P56,1557061092000,1557061080000,2,-2,2,-2,20,-1,0
P57,1556628798000,1556628780000,0,-3,-3,-3,60,-3,0
P57,1556674286000,1556674260000,-1,-2,-3,0,60,-2,0
P57,1556676949000,1556676660000,1,-1,-2,-2,30,-2,0
P57,1556682716000,1556682480000,0,-3,-3,-1,30,-2,0
P57,1556685397000,1556685240000,-1,-1,-2,-2,30,-1,0
P57,1556687781000,1556687760000,1,-1,-1,-1,10,-1,1
P57,1556690793000,1556690760000,1,0,1,-2,30,-2,1
P57,1556696716000,1556696520000,1,-2,-2,-2,15,-3,2
P57,1556699151000,1556699100000,2,2,2,-2,20,-3,2
P57,1556701944000,1556701920000,2,-2,0,-3,20,-3,1
P57,1556704349000,1556704320000,2,-3,-3,-3,20,0,0
P57,1556782895000,1556782740000,1,1,-2,-2,30,-2,1
P57,1556801806000,1556801700000,0,-2,2,-2,20,-1,2
P57,1556872167000,1556871960000,2,-1,2,-2,30,-2,1
P57,1556874603000,1556874420000,2,-2,1,2,30,-3,1
P57,1556882833000,1556882700000,1,-2,-2,-3,30,-3,0
P57,1556888491000,1556888220000,0,0,-3,-3,30,-3,1
P57,1556944971000,1556944920000,2,-1,1,-3,30,-2,2
P57,1556950727000,1556950440000,1,-2,2,-3,60,-1,1
P57,1556953179000,1556953080000,2,2,1,-3,30,-3,1
P57,1556958322000,1556958300000,1,-2,-2,-2,5,-2,1
P57,1556960725000,1556960700000,2,-2,0,-2,20,-3,1
P57,1556966177000,1556966160000,2,0,-2,-2,15,-3,0
P57,1556972016000,1556971800000,0,-3,-3,-1,10,-2,1
P57,1556974647000,1556974560000,1,-2,0,-3,30,-2,0
P57,1557022033000,1557021960000,2,1,1,-3,20,-2,1
P57,1557027578000,1557027480000,2,1,1,-3,15,-3,2
P57,1557030479000,1557030420000,2,0,1,-3,30,-3,0
P57,1557041970000,1557041940000,1,0,-2,-2,20,-2,1
P57,1557044687000,1557044640000,2,1,1,-3,20,-3,2
P57,1557047657000,1557047640000,2,1,1,-2,20,-1,0
P57,1557057976000,1557057960000,1,0,0,-2,20,-2,2
P57,1557131393000,1557131160000,1,2,2,-3,15,-3,1
P57,1557136291000,1557136260000,2,1,1,-3,15,-2,2
P57,1557139361000,1557139200000,2,-2,2,-3,60,-3,2
P57,1557144840000,1557144600000,2,-2,1,-3,20,-3,2
P58,1556594257000,1556594040000,3,1,3,-3,15,1,0
P58,1556601932000,1556601900000,-3,-3,-3,3,10,1,-3
P58,1556861332000,1556861220000,3,-1,1,0,20,1,1
P58,1556871873000,1556871600000,1,-3,-2,-1,60,1,0
P58,1556874111000,1556874060000,1,-3,-1,-1,20,1,0
P58,1556947248000,1556947200000,1,-3,-2,-1,30,1,0
P58,1556955599000,1556955480000,0,-1,-3,-1,20,0,0
P58,1556966403000,1556966280000,1,2,1,0,20,0,-1
P58,1557025263000,1557025080000,0,-3,-3,0,20,0,1
P58,1557028716000,1557028680000,0,-1,-2,1,30,0,0
P58,1557111758000,1557111720000,-3,-3,-1,3,60,1,0
P58,1557117735000,1557117660000,2,1,1,0,20,0,0
P58,1557125378000,1557125340000,2,3,1,-1,30,-1,0
P58,1557128024000,1557127980000,-1,-3,-1,1,15,1,0
P60,1556626351000,1556626320000,0,-2,-2,2,5,0,0
P60,1556675021000,1556674740000,-1,1,2,1,5,0,0
P60,1556677524000,1556677500000,-1,-2,-2,1,5,0,0
P60,1556680395000,1556680320000,2,0,1,-3,15,0,0
P60,1556683147000,1556683080000,2,0,-2,-2,15,1,0
P60,1556688161000,1556688120000,-2,3,2,1,20,0,0
P60,1556693392000,1556693220000,0,2,2,1,15,2,0
P60,1556696366000,1556696100000,-1,2,2,2,20,1,0
P60,1556699385000,1556699160000,1,3,2,2,20,1,0
P60,1556702059000,1556701920000,2,-2,1,-2,20,1,-1
P60,1556852421000,1556852400000,1,1,-2,0,10,1,0
P60,1556854827000,1556854800000,0,-1,-1,-2,5,-1,0
P60,1556857489000,1556857440000,-1,0,1,-2,10,-2,0
P60,1556863253000,1556863200000,1,-2,2,-2,20,0,-1
P60,1556869698000,1556869440000,-1,-2,-1,0,15,-2,0
P60,1556871934000,1556871900000,-2,1,1,1,10,-2,0
P60,1556874612000,1556874540000,-1,-2,-1,-1,10,-2,0
P60,1556933189000,1556933160000,2,-3,2,-2,30,1,0
P60,1556935880000,1556935860000,1,-3,-1,-1,30,-2,0
P60,1556938906000,1556938860000,1,-1,2,-1,20,-2,0
P60,1556941668000,1556941620000,0,-2,-2,0,15,-1,0
P60,1556944813000,1556944620000,1,-2,1,0,15,-2,0
P60,1556947581000,1556947560000,1,-2,1,-1,20,0,0
P60,1556960332000,1556960280000,-1,-2,-2,0,10,-1,0
P61,1556588555000,1556588460000,1,-2,1,1,10,2,0
P61,1556591124000,1556590860000,1,-2,1,1,60,2,0
P61,1556593803000,1556593620000,3,1,2,-2,10,1,1
P61,1556599056000,1556599020000,3,-1,2,-2,15,-2,0
P61,1556602188000,1556602140000,1,-2,2,-3,15,-2,0
P61,1556604767000,1556604720000,2,1,-1,-2,10,-2,0
P61,1556610011000,1556609940000,0,-1,2,1,10,1,0
P61,1556617895000,1556617860000,2,2,3,-2,15,-2,1
P61,1556620799000,1556620500000,2,1,1,-2,10,1,0
P61,1556623474000,1556623320000,-1,-2,-1,1,10,-1,0
P61,1556626239000,1556626200000,-1,1,0,1,10,-1,0
P61,1556677462000,1556677440000,-1,-1,-2,2,10,-1,0
P61,1556680426000,1556680380000,2,1,2,-1,15,-2,0
